index,Tournament,Place,$USD,Player,Team,Race,Country
25,2014 Global StarCraft II League Season 2: Code S,25th-32nd,1479.51,ByuL, Incredible Miracle,Zerg,Korea (South)
25,2014 Global StarCraft II League Season 2: Code S,25th-32nd,1479.51,YongHwa, Incredible Miracle,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 2: Code S,25th-32nd,1479.51,Squirtle, Incredible Miracle,Protoss,Korea (South)
1,2014 Global StarCraft II League Season 3: Code S, 1st,66612.0,INnoVation, SK Telecom T1,Terran,Korea (South)
2,2014 Global StarCraft II League Season 3: Code S, 2nd,14274.0,SoO, SK Telecom T1,Zerg,Korea (South)
3,2014 Global StarCraft II League Season 3: Code S, 3rd-4th,7612.0,Cure, Jin Air Green Wings,Terran,Korea (South)
3,2014 Global StarCraft II League Season 3: Code S, 3rd-4th,7612.0,Zest, KT Rolster,Protoss,Korea (South)
5,2014 Global StarCraft II League Season 3: Code S,5th-8th,3806.0,Solar, Samsung Galaxy,Zerg,Korea (South)
5,2014 Global StarCraft II League Season 3: Code S,5th-8th,3806.0,DongRaeGu,Teamless,Zerg,Korea (South)
5,2014 Global StarCraft II League Season 3: Code S,5th-8th,3806.0,Rain (Korean Protoss), SK Telecom T1,Protoss,Korea (South)
5,2014 Global StarCraft II League Season 3: Code S,5th-8th,3806.0,Stats, KT Rolster,Protoss,Korea (South)
9,2014 Global StarCraft II League Season 3: Code S,9th-12th,2283.0,Soulkey, SK Telecom T1,Zerg,Korea (South)
9,2014 Global StarCraft II League Season 3: Code S,9th-12th,2283.0,SOs, Jin Air Green Wings,Protoss,Korea (South)
9,2014 Global StarCraft II League Season 3: Code S,9th-12th,2283.0,PartinG, SK Telecom T1,Protoss,Korea (South)
9,2014 Global StarCraft II League Season 3: Code S,9th-12th,2283.0,Flash, KT Rolster,Terran,Korea (South)
13,2014 Global StarCraft II League Season 3: Code S,13th-16th,2283.0,Reality, Samsung Galaxy,Terran,Korea (South)
13,2014 Global StarCraft II League Season 3: Code S,13th-16th,2283.0,EffOrt, CJ Entus,Zerg,Korea (South)
13,2014 Global StarCraft II League Season 3: Code S,13th-16th,2283.0,Maru, Jin Air Green Wings,Terran,Korea (South)
13,2014 Global StarCraft II League Season 3: Code S,13th-16th,2283.0,TRUE, Dead Pixels,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 3: Code S,17th-24th,1427.0,Shine (Lee Young Han), Samsung Galaxy,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 3: Code S,17th-24th,1427.0,MyuNgSiK, KT Rolster,Protoss,Korea (South)
17,2014 Global StarCraft II League Season 3: Code S,17th-24th,1427.0,Trap,Teamless,Protoss,Korea (South)
17,2014 Global StarCraft II League Season 3: Code S,17th-24th,1427.0,Bbyong, CJ Entus,Terran,Korea (South)
17,2014 Global StarCraft II League Season 3: Code S,17th-24th,1427.0,Rogue, Jin Air Green Wings,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 3: Code S,17th-24th,1427.0,Trust, CJ Entus,Protoss,Korea (South)
17,2014 Global StarCraft II League Season 3: Code S,17th-24th,1427.0,Dear, Samsung Galaxy,Protoss,Korea (South)
17,2014 Global StarCraft II League Season 3: Code S,17th-24th,1427.0,Dark, SK Telecom T1,Zerg,Korea (South)
25,2014 Global StarCraft II League Season 3: Code S,25th-32nd,1427.0,Classic (Kim Doh Woo), SK Telecom T1,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 3: Code S,25th-32nd,1427.0,ParalyzE, SK Telecom T1,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 3: Code S,25th-32nd,1427.0,Hush, CJ Entus,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 3: Code S,25th-32nd,1427.0,Terminator, Jin Air Green Wings,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 3: Code S,25th-32nd,1427.0,Hurricane, Samsung Galaxy,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 3: Code S,25th-32nd,1427.0,Stork, Samsung Galaxy,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 3: Code S,25th-32nd,1427.0,TY, KT Rolster,Terran,Korea (South)
25,2014 Global StarCraft II League Season 3: Code S,25th-32nd,1427.0,Avenge, Jin Air Green Wings,Protoss,Korea (South)
1,2015 Global StarCraft II League Season 1: Code S, 1st,36099.0,Life, KT Rolster,Zerg,Korea (South)
2,2015 Global StarCraft II League Season 1: Code S, 2nd,9025.0,PartinG, yoe Flash Wolves,Protoss,Korea (South)
3,2015 Global StarCraft II League Season 1: Code S, 3rd-4th,3610.0,MMA, Team Acer,Terran,Korea (South)
3,2015 Global StarCraft II League Season 1: Code S, 3rd-4th,3610.0,HerO(jOin), CJ Entus,Protoss,Korea (South)
5,2015 Global StarCraft II League Season 1: Code S,5th-8th,2256.0,TY, KT Rolster,Terran,Korea (South)
5,2015 Global StarCraft II League Season 1: Code S,5th-8th,2256.0,Solar, Samsung Galaxy,Zerg,Korea (South)
5,2015 Global StarCraft II League Season 1: Code S,5th-8th,2256.0,INnoVation, SK Telecom T1,Terran,Korea (South)
5,2015 Global StarCraft II League Season 1: Code S,5th-8th,2256.0,Rogue, Jin Air Green Wings,Zerg,Korea (South)
9,2015 Global StarCraft II League Season 1: Code S,9th-12th,1354.0,Terminator, Jin Air Green Wings,Protoss,Korea (South)
9,2015 Global StarCraft II League Season 1: Code S,9th-12th,1354.0,Soulkey, TCM-Gaming,Zerg,Korea (South)
9,2015 Global StarCraft II League Season 1: Code S,9th-12th,1354.0,Dream (Korean Terran player), SK Telecom T1,Terran,Korea (South)
9,2015 Global StarCraft II League Season 1: Code S,9th-12th,1354.0,Maru, Jin Air Green Wings,Terran,Korea (South)
13,2015 Global StarCraft II League Season 1: Code S,13th-16th,1354.0,Dark, SK Telecom T1,Zerg,Korea (South)
13,2015 Global StarCraft II League Season 1: Code S,13th-16th,1354.0,YoDa, Prime,Terran,Korea (South)
13,2015 Global StarCraft II League Season 1: Code S,13th-16th,1354.0,Rain (Korean Protoss), mYinsanity,Protoss,Korea (South)
13,2015 Global StarCraft II League Season 1: Code S,13th-16th,1354.0,MC, Trig Esports,Protoss,Korea (South)
17,2015 Global StarCraft II League Season 1: Code S,17th-24th,767.0,FanTaSy, Dead Pixels,Terran,Korea (South)
17,2015 Global StarCraft II League Season 1: Code S,17th-24th,767.0,MarineKing, MVP,Terran,Korea (South)
17,2015 Global StarCraft II League Season 1: Code S,17th-24th,767.0,GuMiho, Invasion eSport,Terran,Korea (South)
17,2015 Global StarCraft II League Season 1: Code S,17th-24th,767.0,YongHwa, MVP,Protoss,Korea (South)
17,2015 Global StarCraft II League Season 1: Code S,17th-24th,767.0,First, KT Rolster,Protoss,Korea (South)
17,2015 Global StarCraft II League Season 1: Code S,17th-24th,767.0,Curious, StarTale,Zerg,Korea (South)
17,2015 Global StarCraft II League Season 1: Code S,17th-24th,767.0,Dear, Samsung Galaxy,Protoss,Korea (South)
17,2015 Global StarCraft II League Season 1: Code S,17th-24th,767.0,Super (Korean player), Invasion eSport,Protoss,Korea (South)
25,2015 Global StarCraft II League Season 1: Code S,25th-32nd,767.0,PenguiN, SK Telecom T1,Zerg,Korea (South)
25,2015 Global StarCraft II League Season 1: Code S,25th-32nd,767.0,San, yoe Flash Wolves,Protoss,Korea (South)
25,2015 Global StarCraft II League Season 1: Code S,25th-32nd,767.0,Panic, MVP,Protoss,Korea (South)
25,2015 Global StarCraft II League Season 1: Code S,25th-32nd,767.0,Bomber, Red Bull,Terran,Korea (South)
25,2015 Global StarCraft II League Season 1: Code S,25th-32nd,767.0,Hack, StarTale,Terran,Korea (South)
25,2015 Global StarCraft II League Season 1: Code S,25th-32nd,767.0,TaeJa, Team Liquid,Terran,Korea (South)
25,2015 Global StarCraft II League Season 1: Code S,25th-32nd,767.0,Seed, Team Dignitas,Protoss,Korea (South)
25,2015 Global StarCraft II League Season 1: Code S,25th-32nd,767.0,Heart, Axiom,Terran,Korea (South)
1,2015 Global StarCraft II League Season 2: Code S, 1st,36099.0,Rain (Korean Protoss), mYinsanity,Protoss,Korea (South)
2,2015 Global StarCraft II League Season 2: Code S, 2nd,9025.0,ByuL, CJ Entus,Zerg,Korea (South)
3,2015 Global StarCraft II League Season 2: Code S, 3rd-4th,3610.0,Curious, SBENU,Zerg,Korea (South)
3,2015 Global StarCraft II League Season 2: Code S, 3rd-4th,3610.0,SOs, Jin Air Green Wings,Protoss,Korea (South)
5,2015 Global StarCraft II League Season 2: Code S,5th-8th,2256.0,Maru, Jin Air Green Wings,Terran,Korea (South)
5,2015 Global StarCraft II League Season 2: Code S,5th-8th,2256.0,Rogue, Jin Air Green Wings,Zerg,Korea (South)
5,2015 Global StarCraft II League Season 2: Code S,5th-8th,2256.0,MyuNgSiK, SBENU,Protoss,Korea (South)
5,2015 Global StarCraft II League Season 2: Code S,5th-8th,2256.0,PartinG, yoe Flash Wolves,Protoss,Korea (South)
9,2015 Global StarCraft II League Season 2: Code S,9th-12th,1354.0,Bomber, SBENU,Terran,Korea (South)
9,2015 Global StarCraft II League Season 2: Code S,9th-12th,1354.0,Bbyong, CJ Entus,Terran,Korea (South)
9,2015 Global StarCraft II League Season 2: Code S,9th-12th,1354.0,HerO(jOin), CJ Entus,Protoss,Korea (South)
9,2015 Global StarCraft II League Season 2: Code S,9th-12th,1354.0,FanTaSy, Dead Pixels,Terran,Korea (South)
13,2015 Global StarCraft II League Season 2: Code S,13th-16th,1354.0,Life, KT Rolster,Zerg,Korea (South)
13,2015 Global StarCraft II League Season 2: Code S,13th-16th,1354.0,INnoVation, SK Telecom T1,Terran,Korea (South)
13,2015 Global StarCraft II League Season 2: Code S,13th-16th,1354.0,Dream (Korean Terran player), SK Telecom T1,Terran,Korea (South)
13,2015 Global StarCraft II League Season 2: Code S,13th-16th,1354.0,GuMiho, MVP,Terran,Korea (South)
17,2015 Global StarCraft II League Season 2: Code S,17th-24th,767.0,Sorry, SK Telecom T1,Terran,Korea (South)
17,2015 Global StarCraft II League Season 2: Code S,17th-24th,767.0,Dark, SK Telecom T1,Zerg,Korea (South)
17,2015 Global StarCraft II League Season 2: Code S,17th-24th,767.0,Trust, CJ Entus,Protoss,Korea (South)
17,2015 Global StarCraft II League Season 2: Code S,17th-24th,767.0,Panic, MVP,Protoss,Korea (South)
17,2015 Global StarCraft II League Season 2: Code S,17th-24th,767.0,TY, KT Rolster,Terran,Korea (South)
17,2015 Global StarCraft II League Season 2: Code S,17th-24th,767.0,Symbol, Jin Air Green Wings,Zerg,Korea (South)
17,2015 Global StarCraft II League Season 2: Code S,17th-24th,767.0,Flash, KT Rolster,Terran,Korea (South)
17,2015 Global StarCraft II League Season 2: Code S,17th-24th,767.0,Sacsri, mYinsanity,Zerg,Korea (South)
25,2015 Global StarCraft II League Season 2: Code S,25th-32nd,767.0,Solar, Samsung Galaxy,Zerg,Korea (South)
25,2015 Global StarCraft II League Season 2: Code S,25th-32nd,767.0,RagnaroK, CJ Entus,Zerg,Korea (South)
25,2015 Global StarCraft II League Season 2: Code S,25th-32nd,767.0,SoO, SK Telecom T1,Zerg,Korea (South)
25,2015 Global StarCraft II League Season 2: Code S,25th-32nd,767.0,Creator, Prime,Protoss,Korea (South)
25,2015 Global StarCraft II League Season 2: Code S,25th-32nd,767.0,HerO, Team Liquid,Protoss,Korea (South)
25,2015 Global StarCraft II League Season 2: Code S,25th-32nd,767.0,YoDa, Prime,Terran,Korea (South)
25,2015 Global StarCraft II League Season 2: Code S,25th-32nd,767.0,Patience, Dead Pixels,Protoss,Korea (South)
25,2015 Global StarCraft II League Season 2: Code S,25th-32nd,767.0,MMA, SBENU,Terran,Korea (South)
1,2015 Global StarCraft II League Season 3: Code S, 1st,36099.0,INnoVation, SK Telecom T1,Terran,Korea (South)
2,2015 Global StarCraft II League Season 3: Code S, 2nd,9025.0,ByuL, CJ Entus,Zerg,Korea (South)
3,2015 Global StarCraft II League Season 3: Code S, 3rd-4th,3610.0,Dear, Samsung Galaxy,Protoss,Korea (South)
3,2015 Global StarCraft II League Season 3: Code S, 3rd-4th,3610.0,Maru, Jin Air Green Wings,Terran,Korea (South)
5,2015 Global StarCraft II League Season 3: Code S,5th-8th,2256.0,Classic (Kim Doh Woo), SK Telecom T1,Protoss,Korea (South)
5,2015 Global StarCraft II League Season 3: Code S,5th-8th,2256.0,GuMiho, MVP,Terran,Korea (South)
5,2015 Global StarCraft II League Season 3: Code S,5th-8th,2256.0,Rogue, Jin Air Green Wings,Zerg,Korea (South)
5,2015 Global StarCraft II League Season 3: Code S,5th-8th,2256.0,Zest, KT Rolster,Protoss,Korea (South)
9,2015 Global StarCraft II League Season 3: Code S,9th-12th,1354.0,Bbyong, CJ Entus,Terran,Korea (South)
9,2015 Global StarCraft II League Season 3: Code S,9th-12th,1354.0,HerO(jOin), CJ Entus,Protoss,Korea (South)
9,2015 Global StarCraft II League Season 3: Code S,9th-12th,1354.0,Solar, Samsung Galaxy,Zerg,Korea (South)
9,2015 Global StarCraft II League Season 3: Code S,9th-12th,1354.0,Flash, KT Rolster,Terran,Korea (South)
13,2015 Global StarCraft II League Season 3: Code S,13th-16th,1354.0,Rain (Korean Protoss), mYinsanity,Protoss,Korea (South)
13,2015 Global StarCraft II League Season 3: Code S,13th-16th,1354.0,SOs, Jin Air Green Wings,Protoss,Korea (South)
13,2015 Global StarCraft II League Season 3: Code S,13th-16th,1354.0,Dark, SK Telecom T1,Zerg,Korea (South)
13,2015 Global StarCraft II League Season 3: Code S,13th-16th,1354.0,PartinG, yoe Flash Wolves,Protoss,Korea (South)
17,2015 Global StarCraft II League Season 3: Code S,17th-24th,767.0,MyuNgSiK, SBENU,Protoss,Korea (South)
17,2015 Global StarCraft II League Season 3: Code S,17th-24th,767.0,Bomber, SBENU,Terran,Korea (South)
17,2015 Global StarCraft II League Season 3: Code S,17th-24th,767.0,Life, KT Rolster,Zerg,Korea (South)
17,2015 Global StarCraft II League Season 3: Code S,17th-24th,767.0,Losira, MVP,Zerg,Korea (South)
17,2015 Global StarCraft II League Season 3: Code S,17th-24th,767.0,Curious, SBENU,Zerg,Korea (South)
17,2015 Global StarCraft II League Season 3: Code S,17th-24th,767.0,FanTaSy, Dead Pixels,Terran,Korea (South)
17,2015 Global StarCraft II League Season 3: Code S,17th-24th,767.0,SKyHigh, CJ Entus,Terran,Korea (South)
17,2015 Global StarCraft II League Season 3: Code S,17th-24th,767.0,SoO, SK Telecom T1,Zerg,Korea (South)
25,2015 Global StarCraft II League Season 3: Code S,25th-32nd,767.0,Cure, Jin Air Green Wings,Terran,Korea (South)
25,2015 Global StarCraft II League Season 3: Code S,25th-32nd,767.0,Trust, CJ Entus,Protoss,Korea (South)
25,2015 Global StarCraft II League Season 3: Code S,25th-32nd,767.0,Stork, Samsung Galaxy,Protoss,Korea (South)
25,2015 Global StarCraft II League Season 3: Code S,25th-32nd,767.0,Hack, SBENU,Terran,Korea (South)
25,2015 Global StarCraft II League Season 3: Code S,25th-32nd,767.0,Pigbaby, Jin Air Green Wings,Protoss,Korea (South)
25,2015 Global StarCraft II League Season 3: Code S,25th-32nd,767.0,Sleep,Teamless,Zerg,Korea (South)
25,2015 Global StarCraft II League Season 3: Code S,25th-32nd,767.0,MMA, SBENU,Terran,Korea (South)
25,2015 Global StarCraft II League Season 3: Code S,25th-32nd,767.0,Hurricane, Samsung Galaxy,Protoss,Korea (South)
1,2016 Global StarCraft II League Season 1: Code S, 1st,33840.0,Zest, KT Rolster,Protoss,Korea (South)
2,2016 Global StarCraft II League Season 1: Code S, 2nd,16920.0,TY, KT Rolster,Terran,Korea (South)
3,2016 Global StarCraft II League Season 1: Code S, 3rd-4th,7614.0,Cure, Jin Air Green Wings,Terran,Korea (South)
3,2016 Global StarCraft II League Season 1: Code S, 3rd-4th,7614.0,Dear, Samsung Galaxy,Protoss,Korea (South)
5,2016 Global StarCraft II League Season 1: Code S,5th-8th,5076.0,HerO(jOin), CJ Entus,Protoss,Korea (South)
5,2016 Global StarCraft II League Season 1: Code S,5th-8th,5076.0,Dream (Korean Terran player), SK Telecom T1,Terran,Korea (South)
5,2016 Global StarCraft II League Season 1: Code S,5th-8th,5076.0,TaeJa, Team Liquid,Terran,Korea (South)
5,2016 Global StarCraft II League Season 1: Code S,5th-8th,5076.0,Losira, KT Rolster,Zerg,Korea (South)
9,2016 Global StarCraft II League Season 1: Code S,9th-12th,3384.0,Trap, Jin Air Green Wings,Protoss,Korea (South)
9,2016 Global StarCraft II League Season 1: Code S,9th-12th,3384.0,SoO, SK Telecom T1,Zerg,Korea (South)
9,2016 Global StarCraft II League Season 1: Code S,9th-12th,3384.0,Dark, SK Telecom T1,Zerg,Korea (South)
9,2016 Global StarCraft II League Season 1: Code S,9th-12th,3384.0,MyuNgSiK, SK Telecom T1,Protoss,Korea (South)
13,2016 Global StarCraft II League Season 1: Code S,13th-16th,3384.0,SpeeD, KT Rolster,Terran,Korea (South)
13,2016 Global StarCraft II League Season 1: Code S,13th-16th,3384.0,Solar, Samsung Galaxy,Zerg,Korea (South)
13,2016 Global StarCraft II League Season 1: Code S,13th-16th,3384.0,Curious, Afreeca Freecs,Zerg,Korea (South)
13,2016 Global StarCraft II League Season 1: Code S,13th-16th,3384.0,Bunny (Korean player), CJ Entus,Terran,Korea (South)
17,2016 Global StarCraft II League Season 1: Code S,17th-24th,2538.0,Journey, Samsung Galaxy,Terran,Korea (South)
17,2016 Global StarCraft II League Season 1: Code S,17th-24th,2538.0,Seed, MVP,Protoss,Korea (South)
17,2016 Global StarCraft II League Season 1: Code S,17th-24th,2538.0,Soulkey, TCM-Gaming,Zerg,Korea (South)
17,2016 Global StarCraft II League Season 1: Code S,17th-24th,2538.0,Stork, Samsung Galaxy,Protoss,Korea (South)
17,2016 Global StarCraft II League Season 1: Code S,17th-24th,2538.0,Super (Korean player), Afreeca Freecs,Protoss,Korea (South)
17,2016 Global StarCraft II League Season 1: Code S,17th-24th,2538.0,Classic (Kim Doh Woo), SK Telecom T1,Protoss,Korea (South)
17,2016 Global StarCraft II League Season 1: Code S,17th-24th,2538.0,ALive, Afreeca Freecs,Terran,Korea (South)
17,2016 Global StarCraft II League Season 1: Code S,17th-24th,2538.0,DongRaeGu,Teamless,Zerg,Korea (South)
25,2016 Global StarCraft II League Season 1: Code S,25th-32nd,2538.0,Rogue, Jin Air Green Wings,Zerg,Korea (South)
25,2016 Global StarCraft II League Season 1: Code S,25th-32nd,2538.0,Leenock, KT Rolster,Zerg,Korea (South)
25,2016 Global StarCraft II League Season 1: Code S,25th-32nd,2538.0,Symbol,Teamless,Zerg,Korea (South)
25,2016 Global StarCraft II League Season 1: Code S,25th-32nd,2538.0,Forte (Korean player), MVP,Terran,Korea (South)
25,2016 Global StarCraft II League Season 1: Code S,25th-32nd,2538.0,DeParture, MVP,Zerg,Korea (South)
25,2016 Global StarCraft II League Season 1: Code S,25th-32nd,2538.0,Creator, Jin Air Green Wings,Protoss,Korea (South)
25,2016 Global StarCraft II League Season 1: Code S,25th-32nd,2538.0,Bbyong, CJ Entus,Terran,Korea (South)
25,2016 Global StarCraft II League Season 1: Code S,25th-32nd,2538.0,HerO,Teamless,Protoss,Korea (South)
1,2016 Global StarCraft II League Season 2: Code S, 1st,36189.27,ByuN,Teamless,Terran,Korea (South)
2,2016 Global StarCraft II League Season 2: Code S, 2nd,18094.63,SOs, Jin Air Green Wings,Protoss,Korea (South)
3,2016 Global StarCraft II League Season 2: Code S, 3rd-4th,8142.59,MyuNgSiK, SK Telecom T1,Protoss,Korea (South)
3,2016 Global StarCraft II League Season 2: Code S, 3rd-4th,8142.59,Dear, Samsung Galaxy,Protoss,Korea (South)
5,2016 Global StarCraft II League Season 2: Code S,5th-8th,5428.39,HerO(jOin), CJ Entus,Protoss,Korea (South)
5,2016 Global StarCraft II League Season 2: Code S,5th-8th,5428.39,GuMiho, MVP,Terran,Korea (South)
5,2016 Global StarCraft II League Season 2: Code S,5th-8th,5428.39,Ryung, MVP,Terran,Korea (South)
5,2016 Global StarCraft II League Season 2: Code S,5th-8th,5428.39,TY, KT Rolster,Terran,Korea (South)
9,2016 Global StarCraft II League Season 2: Code S,9th-12th,3618.93,TaeJa,Teamless,Terran,Korea (South)
9,2016 Global StarCraft II League Season 2: Code S,9th-12th,3618.93,Dark, SK Telecom T1,Zerg,Korea (South)
9,2016 Global StarCraft II League Season 2: Code S,9th-12th,3618.93,Maru, Jin Air Green Wings,Terran,Korea (South)
9,2016 Global StarCraft II League Season 2: Code S,9th-12th,3618.93,Classic (Kim Doh Woo), SK Telecom T1,Protoss,Korea (South)
13,2016 Global StarCraft II League Season 2: Code S,13th-16th,3618.93,Zest, KT Rolster,Protoss,Korea (South)
13,2016 Global StarCraft II League Season 2: Code S,13th-16th,3618.93,Cure, Jin Air Green Wings,Terran,Korea (South)
13,2016 Global StarCraft II League Season 2: Code S,13th-16th,3618.93,ByuL, CJ Entus,Zerg,Korea (South)
13,2016 Global StarCraft II League Season 2: Code S,13th-16th,3618.93,Rogue, Jin Air Green Wings,Zerg,Korea (South)
17,2016 Global StarCraft II League Season 2: Code S,17th-24th,2714.2,MC, CJ Entus,Protoss,Korea (South)
17,2016 Global StarCraft II League Season 2: Code S,17th-24th,2714.2,Stats, KT Rolster,Protoss,Korea (South)
17,2016 Global StarCraft II League Season 2: Code S,17th-24th,2714.2,Losira, KT Rolster,Zerg,Korea (South)
17,2016 Global StarCraft II League Season 2: Code S,17th-24th,2714.2,RagnaroK, CJ Entus,Zerg,Korea (South)
17,2016 Global StarCraft II League Season 2: Code S,17th-24th,2714.2,Impact, SK Telecom T1,Zerg,Korea (South)
17,2016 Global StarCraft II League Season 2: Code S,17th-24th,2714.2,Dream (Korean Terran player), SK Telecom T1,Terran,Korea (South)
17,2016 Global StarCraft II League Season 2: Code S,17th-24th,2714.2,Hurricane, Samsung Galaxy,Protoss,Korea (South)
17,2016 Global StarCraft II League Season 2: Code S,17th-24th,2714.2,Patience, Afreeca Freecs,Protoss,Korea (South)
25,2016 Global StarCraft II League Season 2: Code S,25th-32nd,2714.2,Solar, Samsung Galaxy,Zerg,Korea (South)
25,2016 Global StarCraft II League Season 2: Code S,25th-32nd,2714.2,HerO,Teamless,Protoss,Korea (South)
25,2016 Global StarCraft II League Season 2: Code S,25th-32nd,2714.2,Seed, MVP,Protoss,Korea (South)
25,2016 Global StarCraft II League Season 2: Code S,25th-32nd,2714.2,SoO, SK Telecom T1,Zerg,Korea (South)
25,2016 Global StarCraft II League Season 2: Code S,25th-32nd,2714.2,Super (Korean player), Afreeca Freecs,Protoss,Korea (South)
25,2016 Global StarCraft II League Season 2: Code S,25th-32nd,2714.2,ALive, Afreeca Freecs,Terran,Korea (South)
25,2016 Global StarCraft II League Season 2: Code S,25th-32nd,2714.2,DeParture, MVP,Zerg,Korea (South)
25,2016 Global StarCraft II League Season 2: Code S,25th-32nd,2714.2,SpeeD,Teamless,Terran,Korea (South)
1,2017 Global StarCraft II League Season 1: Code S, 1st,35840.69,Stats, Splyce,Protoss,Korea (South)
2,2017 Global StarCraft II League Season 1: Code S, 2nd,13440.26,SoO,Teamless,Zerg,Korea (South)
3,2017 Global StarCraft II League Season 1: Code S, 3rd-4th,6720.13,SOs, Jin Air Green Wings,Protoss,Korea (South)
3,2017 Global StarCraft II League Season 1: Code S, 3rd-4th,6720.13,Ryung, True eSport,Terran,Korea (South)
5,2017 Global StarCraft II League Season 1: Code S,5th-8th,4480.09,TY,Teamless,Terran,Korea (South)
5,2017 Global StarCraft II League Season 1: Code S,5th-8th,4480.09,HerO(jOin), ROOT Gaming,Protoss,Korea (South)
5,2017 Global StarCraft II League Season 1: Code S,5th-8th,4480.09,INnoVation,Teamless,Terran,Korea (South)
5,2017 Global StarCraft II League Season 1: Code S,5th-8th,4480.09,Maru, Jin Air Green Wings,Terran,Korea (South)
9,2017 Global StarCraft II League Season 1: Code S,9th-12th,3584.07,ByuL,Teamless,Zerg,Korea (South)
9,2017 Global StarCraft II League Season 1: Code S,9th-12th,3584.07,Classic (Kim Doh Woo),Teamless,Protoss,Korea (South)
9,2017 Global StarCraft II League Season 1: Code S,9th-12th,3584.07,Trap, Jin Air Green Wings,Protoss,Korea (South)
9,2017 Global StarCraft II League Season 1: Code S,9th-12th,3584.07,KeeN, Team LeiFeng,Terran,Korea (South)
13,2017 Global StarCraft II League Season 1: Code S,13th-16th,3584.07,ALive,Teamless,Terran,Korea (South)
13,2017 Global StarCraft II League Season 1: Code S,13th-16th,3584.07,Dark,Teamless,Zerg,Korea (South)
13,2017 Global StarCraft II League Season 1: Code S,13th-16th,3584.07,Leenock,Teamless,Zerg,Korea (South)
13,2017 Global StarCraft II League Season 1: Code S,13th-16th,3584.07,Bunny (Korean player), DuSt Gaming,Terran,Korea (South)
17,2017 Global StarCraft II League Season 1: Code S,17th-24th,2688.05,Zest,Teamless,Protoss,Korea (South)
17,2017 Global StarCraft II League Season 1: Code S,17th-24th,2688.05,NightMare,Teamless,Protoss,Korea (South)
17,2017 Global StarCraft II League Season 1: Code S,17th-24th,2688.05,Billowy,Teamless,Protoss,Korea (South)
17,2017 Global StarCraft II League Season 1: Code S,17th-24th,2688.05,Losira,Teamless,Zerg,Korea (South)
17,2017 Global StarCraft II League Season 1: Code S,17th-24th,2688.05,Cure, Jin Air Green Wings,Terran,Korea (South)
17,2017 Global StarCraft II League Season 1: Code S,17th-24th,2688.05,Scarlett, Team expert,Zerg,Canada
17,2017 Global StarCraft II League Season 1: Code S,17th-24th,2688.05,ByuN, Team expert,Terran,Korea (South)
17,2017 Global StarCraft II League Season 1: Code S,17th-24th,2688.05,Solar, Splyce,Zerg,Korea (South)
25,2017 Global StarCraft II League Season 1: Code S,25th-32nd,2688.05,Rogue, Jin Air Green Wings,Zerg,Korea (South)
25,2017 Global StarCraft II League Season 1: Code S,25th-32nd,2688.05,GuMiho,Teamless,Terran,Korea (South)
25,2017 Global StarCraft II League Season 1: Code S,25th-32nd,2688.05,Curious,Teamless,Zerg,Korea (South)
25,2017 Global StarCraft II League Season 1: Code S,25th-32nd,2688.05,Forte (Korean player), IsIMBA,Terran,Korea (South)
25,2017 Global StarCraft II League Season 1: Code S,25th-32nd,2688.05,Jjakji,Teamless,Terran,Korea (South)
25,2017 Global StarCraft II League Season 1: Code S,25th-32nd,2688.05,MyuNgSiK,Teamless,Protoss,Korea (South)
25,2017 Global StarCraft II League Season 1: Code S,25th-32nd,2688.05,DRGLing,Teamless,Zerg,Korea (South)
25,2017 Global StarCraft II League Season 1: Code S,25th-32nd,2688.05,Armani, IsIMBA,Zerg,Korea (South)
1,2017 Global StarCraft II League Season 2: Code S, 1st,35820.0,GuMiho, PSISTORM Gaming,Terran,Korea (South)
2,2017 Global StarCraft II League Season 2: Code S, 2nd,13430.0,SoO,Teamless,Zerg,Korea (South)
3,2017 Global StarCraft II League Season 2: Code S, 3rd-4th,6720.0,Maru, Jin Air Green Wings,Terran,Korea (South)
3,2017 Global StarCraft II League Season 2: Code S, 3rd-4th,6720.0,Classic (Kim Doh Woo),Teamless,Protoss,Korea (South)
5,2017 Global StarCraft II League Season 2: Code S,5th-8th,4480.0,TY, Splyce,Terran,Korea (South)
5,2017 Global StarCraft II League Season 2: Code S,5th-8th,4480.0,ByuN, Team expert,Terran,Korea (South)
5,2017 Global StarCraft II League Season 2: Code S,5th-8th,4480.0,Stats, Splyce,Protoss,Korea (South)
5,2017 Global StarCraft II League Season 2: Code S,5th-8th,4480.0,Rogue, Jin Air Green Wings,Zerg,Korea (South)
9,2017 Global StarCraft II League Season 2: Code S,9th-12th,3580.0,Trap, Jin Air Green Wings,Protoss,Korea (South)
9,2017 Global StarCraft II League Season 2: Code S,9th-12th,3580.0,ALive, mYinsanity,Terran,Korea (South)
